Job_Title,Company,City,Experience_Level,Skills_Required,Education_Required,Clean_Skills,Search_Text
Full Stack Developer,HAL,Bangalore,Junior (1-3 yrs),"React, Node.js, REST APIs",B.Sc (CS/IT),react nodejs rest apis,Full Stack Developer react nodejs rest apis B.Sc (CS/IT) Junior (1-3 yrs)
Backend Developer,Infosys,Mumbai,Junior (1-3 yrs),"MongoDB, PostgreSQL, Node.js, FastAPI",MBA,mongodb postgresql nodejs fastapi,Backend Developer mongodb postgresql nodejs fastapi MBA Junior (1-3 yrs)
Frontend Developer,Setu,Remote,Junior (1-3 yrs),"Figma, React, HTML/CSS",B.Sc (CS/IT),figma react htmlcss,Frontend Developer figma react htmlcss B.Sc (CS/IT) Junior (1-3 yrs)
Data Analyst,Zerodha,Remote,Senior (6-10 yrs),"SQL, Statistics, Tableau, Power BI",B.Tech/B.E.,sql statistic tableau power bi,Data Analyst sql statistic tableau power bi B.Tech/B.E. Senior (6-10 yrs)
Frontend Developer,IBM,Remote,Junior (1-3 yrs),"Next.js, HTML/CSS, Tailwind CSS, Figma",PhD,nextjs htmlcss tailwind cs figma,Frontend Developer nextjs htmlcss tailwind cs figma PhD Junior (1-3 yrs)
Android Developer,Capgemini,Remote,Mid (3-6 yrs),"Java, Jetpack Compose, Android SDK, Kotlin",B.Tech/B.E.,java jetpack compose android sdk kotlin,Android Developer java jetpack compose android sdk kotlin B.Tech/B.E. Mid (3-6 yrs)
DevOps Engineer,Dream11,Delhi,Senior (6-10 yrs),"Docker, Jenkins, Kubernetes, Ansible",B.Tech/B.E.,docker jenkins kubernetes ansible,DevOps Engineer docker jenkins kubernetes ansible B.Tech/B.E. Senior (6-10 yrs)
Backend Developer,Byju's,Remote,Fresher (0-1 yr),"Node.js, Redis, Python",BCA,nodejs redis python,Backend Developer nodejs redis python BCA Fresher (0-1 yr)
Cloud Engineer,Zoho,Remote,Junior (1-3 yrs),"AWS, GCP, Terraform, Azure, Linux",B.Sc (CS/IT),aws gcp terraform azure linux,Cloud Engineer aws gcp terraform azure linux B.Sc (CS/IT) Junior (1-3 yrs)
Power BI Developer,Accenture,Bangalore,Mid (3-6 yrs),"Excel, SQL, Power BI, ETL, DAX",M.Tech/M.E.,excel sql power bi etl dax,Power BI Developer excel sql power bi etl dax M.Tech/M.E. Mid (3-6 yrs)
Machine Learning Engineer,Zoho,Pune,Mid (3-6 yrs),"MLOps, Python, Docker, Scikit-learn, TensorFlow, AWS",M.Tech/M.E.,mlops python docker scikitlearn tensorflow aws,Machine Learning Engineer mlops python docker scikitlearn tensorflow aws M.Tech/M.E. Mid (3-6 yrs)
AI Engineer,ISRO,Nagpur,Fresher (0-1 yr),"LangChain, NLP, LLMs",B.Sc (CS/IT),langchain nlp llm,AI Engineer langchain nlp llm B.Sc (CS/IT) Fresher (0-1 yr)
Python Developer,Setu,Mumbai,Mid (3-6 yrs),"Django, FastAPI, REST APIs, PostgreSQL, Docker",M.Tech/M.E.,django fastapi rest apis postgresql docker,Python Developer django fastapi rest apis postgresql docker M.Tech/M.E. Mid (3-6 yrs)
Business Analyst,TCS,Ahmedabad,Junior (1-3 yrs),"Requirements Gathering, Excel, JIRA",M.Tech/M.E.,requirement gathering excel jira,Business Analyst requirement gathering excel jira M.Tech/M.E. Junior (1-3 yrs)
Python Developer,Cisco,Remote,Lead (10+ yrs),"Python, AWS, REST APIs, FastAPI, Django, PostgreSQL",B.Com + Certification,python aws rest apis fastapi django postgresql,Python Developer python aws rest apis fastapi django postgresql B.Com + Certification Lead (10+ yrs)
Cloud Engineer,Deloitte,Remote,Mid (3-6 yrs),"Linux, AWS, Docker, Azure, Kubernetes",B.Tech/B.E.,linux aws docker azure kubernetes,Cloud Engineer linux aws docker azure kubernetes B.Tech/B.E. Mid (3-6 yrs)
QA Engineer,Leadsquared,Remote,Fresher (0-1 yr),"Python, Postman, Selenium, Manual Testing, JIRA, API Testing",B.Tech/B.E.,python postman selenium manual testing jira api testing,QA Engineer python postman selenium manual testing jira api testing B.Tech/B.E. Fresher (0-1 yr)
Node.js Developer,Oracle,Bangalore,Lead (10+ yrs),"MongoDB, TypeScript, Node.js, JavaScript, REST APIs",B.Com + Certification,mongodb typescript nodejs javascript rest apis,Node.js Developer mongodb typescript nodejs javascript rest apis B.Com + Certification Lead (10+ yrs)
AI Engineer,Wipro,Remote,Fresher (0-1 yr),"LangChain, Vector DBs, NLP, OpenAI API, LLMs, Python",B.Tech/B.E.,langchain vector db nlp openai api llm python,AI Engineer langchain vector db nlp openai api llm python B.Tech/B.E. Fresher (0-1 yr)
Data Engineer,Leadsquared,Remote,Junior (1-3 yrs),"Kafka, dbt, Spark, SQL, Python",B.Tech/B.E.,kafka dbt spark sql python,Data Engineer kafka dbt spark sql python B.Tech/B.E. Junior (1-3 yrs)
Blockchain Developer,InMobi,Bhubaneswar,Mid (3-6 yrs),"Smart Contracts, Solidity, Ethereum, Python",B.Tech/B.E.,smart contract solidity ethereum python,Blockchain Developer smart contract solidity ethereum python B.Tech/B.E. Mid (3-6 yrs)
Android Developer,Accenture,Coimbatore,Fresher (0-1 yr),"Kotlin, Jetpack Compose, Java, Android SDK, REST APIs, Firebase",B.Tech/B.E.,kotlin jetpack compose java android sdk rest apis firebase,Android Developer kotlin jetpack compose java android sdk rest apis firebase B.Tech/B.E. Fresher (0-1 yr)
AI Engineer,Byju's,Remote,Mid (3-6 yrs),"RAG, Vector DBs, LLMs, Prompt Engineering, NLP",B.Tech/B.E.,rag vector db llm prompt engineering nlp,AI Engineer rag vector db llm prompt engineering nlp B.Tech/B.E. Mid (3-6 yrs)
Data Scientist,Tech Mahindra,Delhi,Lead (10+ yrs),"Tableau, TensorFlow, NLP",BCA,tableau tensorflow nlp,Data Scientist tableau tensorflow nlp BCA Lead (10+ yrs)
Data Scientist,Darwinbox,Delhi,Fresher (0-1 yr),"Python, Pandas, Statistics, Machine Learning, SQL",MBA,python panda statistic machine learning sql,Data Scientist python panda statistic machine learning sql MBA Fresher (0-1 yr)
DevOps Engineer,Zerodha,Lucknow,Junior (1-3 yrs),"Jenkins, Linux, AWS, Docker",B.Tech/B.E.,jenkins linux aws docker,DevOps Engineer jenkins linux aws docker B.Tech/B.E. Junior (1-3 yrs)
Data Engineer,Google,Indore,Mid (3-6 yrs),"AWS, Kafka, dbt",B.Tech/B.E.,aws kafka dbt,Data Engineer aws kafka dbt B.Tech/B.E. Mid (3-6 yrs)
Power BI Developer,BrowserStack,Mumbai,Senior (6-10 yrs),"Azure, SQL, Excel",BCA,azure sql excel,Power BI Developer azure sql excel BCA Senior (6-10 yrs)
Data Analyst,Meesho,Remote,Senior (6-10 yrs),"Data Visualization, Tableau, Excel, SQL",MCA,data visualization tableau excel sql,Data Analyst data visualization tableau excel sql MCA Senior (6-10 yrs)
Node.js Developer,CRED,Remote,Senior (6-10 yrs),"REST APIs, JavaScript, Express.js",MCA,rest apis javascript expressjs,Node.js Developer rest apis javascript expressjs MCA Senior (6-10 yrs)
AI Engineer,Swiggy,Remote,Senior (6-10 yrs),"OpenAI API, LLMs, RAG, NLP, Vector DBs, Python",B.Tech/B.E.,openai api llm rag nlp vector db python,AI Engineer openai api llm rag nlp vector db python B.Tech/B.E. Senior (6-10 yrs)
Backend Developer,Urban Company,Remote,Mid (3-6 yrs),"FastAPI, Redis, Node.js, Java, Docker, PostgreSQL",B.Tech/B.E.,fastapi redis nodejs java docker postgresql,Backend Developer fastapi redis nodejs java docker postgresql B.Tech/B.E. Mid (3-6 yrs)
Software Engineer,Cognizant,Jaipur,Fresher (0-1 yr),"C++, Python, Algorithms, Java",M.Tech/M.E.,c python algorithm java,Software Engineer c python algorithm java M.Tech/M.E. Fresher (0-1 yr)
Data Scientist,Cisco,Remote,Mid (3-6 yrs),"Tableau, Statistics, NLP, Deep Learning, Scikit-learn",M.Tech/M.E.,tableau statistic nlp deep learning scikitlearn,Data Scientist tableau statistic nlp deep learning scikitlearn M.Tech/M.E. Mid (3-6 yrs)
Full Stack Developer,Byju's,Hyderabad,Mid (3-6 yrs),"Node.js, AWS, Docker, React",MBA,nodejs aws docker react,Full Stack Developer nodejs aws docker react MBA Mid (3-6 yrs)
DevOps Engineer,Accenture,Jaipur,Senior (6-10 yrs),"Jenkins, Kubernetes, AWS, Docker",BCA,jenkins kubernetes aws docker,DevOps Engineer jenkins kubernetes aws docker BCA Senior (6-10 yrs)
Product Manager,Swiggy,Delhi,Lead (10+ yrs),"Product Strategy, Roadmapping, Agile, User Research, SQL, A/B Testing",M.Tech/M.E.,product strategy roadmapping agile user research sql ab testing,Product Manager product strategy roadmapping agile user research sql ab testing M.Tech/M.E. Lead (10+ yrs)
Python Developer,Swiggy,Remote,Fresher (0-1 yr),"Docker, PostgreSQL, Python, Django, FastAPI",B.Tech/B.E.,docker postgresql python django fastapi,Python Developer docker postgresql python django fastapi B.Tech/B.E. Fresher (0-1 yr)
Cybersecurity Analyst,Deloitte,Remote,Senior (6-10 yrs),"Ethical Hacking, SIEM, Python, Network Security, Penetration Testing",B.Com + Certification,ethical hacking siem python network security penetration testing,Cybersecurity Analyst ethical hacking siem python network security penetration testing B.Com + Certification Senior (6-10 yrs)
Java Developer,Microsoft,Delhi,Mid (3-6 yrs),"Maven, Hibernate, Java",BCA,maven hibernate java,Java Developer maven hibernate java BCA Mid (3-6 yrs)
Machine Learning Engineer,Khatabook,Mumbai,Junior (1-3 yrs),"Kubernetes, PyTorch, Scikit-learn",MCA,kubernetes pytorch scikitlearn,Machine Learning Engineer kubernetes pytorch scikitlearn MCA Junior (1-3 yrs)
Cloud Engineer,Tech Mahindra,Remote,Fresher (0-1 yr),"Azure, Terraform, AWS, Kubernetes, Linux",B.Tech/B.E.,azure terraform aws kubernetes linux,Cloud Engineer azure terraform aws kubernetes linux B.Tech/B.E. Fresher (0-1 yr)
Data Scientist,Leadsquared,Mumbai,Fresher (0-1 yr),"Tableau, Machine Learning, Statistics, Pandas",M.Tech/M.E.,tableau machine learning statistic panda,Data Scientist tableau machine learning statistic panda M.Tech/M.E. Fresher (0-1 yr)
Business Analyst,Infosys,Jaipur,Fresher (0-1 yr),"Requirements Gathering, Power BI, SQL, JIRA, Agile, Excel",MCA,requirement gathering power bi sql jira agile excel,Business Analyst requirement gathering power bi sql jira agile excel MCA Fresher (0-1 yr)
DevOps Engineer,Freshworks,Remote,Mid (3-6 yrs),"Terraform, Linux, AWS",MBA,terraform linux aws,DevOps Engineer terraform linux aws MBA Mid (3-6 yrs)
iOS Developer,Zomato,Remote,Fresher (0-1 yr),"Core Data, Xcode, SwiftUI",M.Tech/M.E.,core data xcode swiftui,iOS Developer core data xcode swiftui M.Tech/M.E. Fresher (0-1 yr)
Frontend Developer,Meesho,Hyderabad,Senior (6-10 yrs),"TypeScript, JavaScript, Tailwind CSS, React, Next.js, HTML/CSS",B.Tech/B.E.,typescript javascript tailwind cs react nextjs htmlcss,Frontend Developer typescript javascript tailwind cs react nextjs htmlcss B.Tech/B.E. Senior (6-10 yrs)
Business Analyst,Swiggy,Pune,Fresher (0-1 yr),"Excel, Requirements Gathering, JIRA, SQL, Agile",B.Sc (CS/IT),excel requirement gathering jira sql agile,Business Analyst excel requirement gathering jira sql agile B.Sc (CS/IT) Fresher (0-1 yr)
Frontend Developer,HAL,Remote,Mid (3-6 yrs),"Tailwind CSS, React, TypeScript, HTML/CSS, JavaScript",MCA,tailwind cs react typescript htmlcss javascript,Frontend Developer tailwind cs react typescript htmlcss javascript MCA Mid (3-6 yrs)
Software Engineer,Postman,Chennai,Junior (1-3 yrs),"Algorithms, Java, REST APIs, Git, C++, Python",B.Tech/B.E.,algorithm java rest apis git c python,Software Engineer algorithm java rest apis git c python B.Tech/B.E. Junior (1-3 yrs)
Data Analyst,Nykaa,Mumbai,Senior (6-10 yrs),"Python, Data Visualization, SQL, Statistics, Tableau, Excel",B.Tech/B.E.,python data visualization sql statistic tableau excel,Data Analyst python data visualization sql statistic tableau excel B.Tech/B.E. Senior (6-10 yrs)
Cloud Engineer,HAL,Delhi,Fresher (0-1 yr),"Azure, Docker, Linux",PhD,azure docker linux,Cloud Engineer azure docker linux PhD Fresher (0-1 yr)
Backend Developer,Ola,Remote,Senior (6-10 yrs),"MongoDB, Node.js, Redis, Java",BCA,mongodb nodejs redis java,Backend Developer mongodb nodejs redis java BCA Senior (6-10 yrs)
Full Stack Developer,Microsoft,Chennai,Mid (3-6 yrs),"PostgreSQL, Docker, REST APIs, AWS",B.Tech/B.E.,postgresql docker rest apis aws,Full Stack Developer postgresql docker rest apis aws B.Tech/B.E. Mid (3-6 yrs)
Cybersecurity Analyst,Cognizant,Coimbatore,Senior (6-10 yrs),"Python, Penetration Testing, Ethical Hacking",B.Tech/B.E.,python penetration testing ethical hacking,Cybersecurity Analyst python penetration testing ethical hacking B.Tech/B.E. Senior (6-10 yrs)
Business Analyst,Cognizant,Delhi,Lead (10+ yrs),"SQL, Agile, Excel",BCA,sql agile excel,Business Analyst sql agile excel BCA Lead (10+ yrs)
Product Manager,InMobi,Hyderabad,Fresher (0-1 yr),"Product Strategy, User Research, SQL, A/B Testing, Agile, JIRA",B.Tech/B.E.,product strategy user research sql ab testing agile jira,Product Manager product strategy user research sql ab testing agile jira B.Tech/B.E. Fresher (0-1 yr)
Software Engineer,Postman,Mumbai,Junior (1-3 yrs),"System Design, Python, REST APIs, Algorithms, C++",BCA,system design python rest apis algorithm c,Software Engineer system design python rest apis algorithm c BCA Junior (1-3 yrs)
Android Developer,Tech Mahindra,Kochi,Junior (1-3 yrs),"Firebase, Kotlin, REST APIs, Java",M.Tech/M.E.,firebase kotlin rest apis java,Android Developer firebase kotlin rest apis java M.Tech/M.E. Junior (1-3 yrs)
Engineering Manager,Darwinbox,Indore,Mid (3-6 yrs),"People Management, Hiring, Roadmapping, OKRs, System Design",M.Tech/M.E.,people management hiring roadmapping okrs system design,Engineering Manager people management hiring roadmapping okrs system design M.Tech/M.E. Mid (3-6 yrs)
DevOps Engineer,Accenture,Remote,Junior (1-3 yrs),"Docker, AWS, CI/CD",M.Tech/M.E.,docker aws cicd,DevOps Engineer docker aws cicd M.Tech/M.E. Junior (1-3 yrs)
Python Developer,Zoho,Bangalore,Fresher (0-1 yr),"PostgreSQL, Python, Docker, REST APIs",MCA,postgresql python docker rest apis,Python Developer postgresql python docker rest apis MCA Fresher (0-1 yr)
Business Analyst,Darwinbox,Chennai,Mid (3-6 yrs),"Excel, SQL, Agile, JIRA, Requirements Gathering, Power BI",MBA,excel sql agile jira requirement gathering power bi,Business Analyst excel sql agile jira requirement gathering power bi MBA Mid (3-6 yrs)
Machine Learning Engineer,Flipkart,Hyderabad,Fresher (0-1 yr),"Docker, MLOps, Scikit-learn, Python",B.Tech/B.E.,docker mlops scikitlearn python,Machine Learning Engineer docker mlops scikitlearn python B.Tech/B.E. Fresher (0-1 yr)
Android Developer,Razorpay,Remote,Fresher (0-1 yr),"Kotlin, Android SDK, Java",M.Tech/M.E.,kotlin android sdk java,Android Developer kotlin android sdk java M.Tech/M.E. Fresher (0-1 yr)
Full Stack Developer,Khatabook,Remote,Junior (1-3 yrs),"PostgreSQL, Node.js, React, AWS",MCA,postgresql nodejs react aws,Full Stack Developer postgresql nodejs react aws MCA Junior (1-3 yrs)
QA Engineer,Microsoft,Mumbai,Fresher (0-1 yr),"Manual Testing, JIRA, API Testing, Python, Selenium, Postman",MBA,manual testing jira api testing python selenium postman,QA Engineer manual testing jira api testing python selenium postman MBA Fresher (0-1 yr)
Data Scientist,Khatabook,Nagpur,Fresher (0-1 yr),"Pandas, Statistics, NLP, Machine Learning, Tableau",B.Tech/B.E.,panda statistic nlp machine learning tableau,Data Scientist panda statistic nlp machine learning tableau B.Tech/B.E. Fresher (0-1 yr)
Software Engineer,Infosys,Nagpur,Senior (6-10 yrs),"Data Structures, REST APIs, Python",B.Tech/B.E.,data structure rest apis python,Software Engineer data structure rest apis python B.Tech/B.E. Senior (6-10 yrs)
Frontend Developer,Google,Remote,Senior (6-10 yrs),"Next.js, TypeScript, Tailwind CSS, HTML/CSS, Figma, React",PhD,nextjs typescript tailwind cs htmlcss figma react,Frontend Developer nextjs typescript tailwind cs htmlcss figma react PhD Senior (6-10 yrs)
Backend Developer,Leadsquared,Bangalore,Fresher (0-1 yr),"Redis, Java, PostgreSQL, FastAPI",MBA,redis java postgresql fastapi,Backend Developer redis java postgresql fastapi MBA Fresher (0-1 yr)
Data Scientist,Dream11,Bangalore,Fresher (0-1 yr),"Tableau, Scikit-learn, Pandas",MCA,tableau scikitlearn panda,Data Scientist tableau scikitlearn panda MCA Fresher (0-1 yr)
Full Stack Developer,Nykaa,Bhubaneswar,Lead (10+ yrs),"React, Node.js, AWS, PostgreSQL",M.Tech/M.E.,react nodejs aws postgresql,Full Stack Developer react nodejs aws postgresql M.Tech/M.E. Lead (10+ yrs)
Software Engineer,Tech Mahindra,Remote,Fresher (0-1 yr),"Java, C++, System Design",B.Tech/B.E.,java c system design,Software Engineer java c system design B.Tech/B.E. Fresher (0-1 yr)
AI Engineer,TCS,Nagpur,Mid (3-6 yrs),"Python, Prompt Engineering, Vector DBs",B.Tech/B.E.,python prompt engineering vector db,AI Engineer python prompt engineering vector db B.Tech/B.E. Mid (3-6 yrs)
Business Analyst,Meesho,Jaipur,Senior (6-10 yrs),"Requirements Gathering, Excel, SQL, Agile",B.Tech/B.E.,requirement gathering excel sql agile,Business Analyst requirement gathering excel sql agile B.Tech/B.E. Senior (6-10 yrs)
Backend Developer,Deloitte,Remote,Junior (1-3 yrs),"Redis, MongoDB, Django, Java",B.Tech/B.E.,redis mongodb django java,Backend Developer redis mongodb django java B.Tech/B.E. Junior (1-3 yrs)
Backend Developer,Zerodha,Remote,Senior (6-10 yrs),"Node.js, Python, Redis, FastAPI, PostgreSQL",B.Tech/B.E.,nodejs python redis fastapi postgresql,Backend Developer nodejs python redis fastapi postgresql B.Tech/B.E. Senior (6-10 yrs)
Computer Vision Engineer,Amazon,Hyderabad,Fresher (0-1 yr),"Python, TensorFlow, PyTorch, OpenCV, Deep Learning",B.Tech/B.E.,python tensorflow pytorch opencv deep learning,Computer Vision Engineer python tensorflow pytorch opencv deep learning B.Tech/B.E. Fresher (0-1 yr)
AI Engineer,TCS,Remote,Mid (3-6 yrs),"Vector DBs, LangChain, OpenAI API",MCA,vector db langchain openai api,AI Engineer vector db langchain openai api MCA Mid (3-6 yrs)
Software Engineer,Khatabook,Hyderabad,Fresher (0-1 yr),"C++, Git, Python, REST APIs, Algorithms",M.Tech/M.E.,c git python rest apis algorithm,Software Engineer c git python rest apis algorithm M.Tech/M.E. Fresher (0-1 yr)
Data Engineer,IBM,Jaipur,Junior (1-3 yrs),"SQL, AWS, Kafka, Airflow",B.Sc (CS/IT),sql aws kafka airflow,Data Engineer sql aws kafka airflow B.Sc (CS/IT) Junior (1-3 yrs)
Full Stack Developer,Dream11,Mumbai,Junior (1-3 yrs),"REST APIs, PostgreSQL, Docker, Node.js, MongoDB",M.Tech/M.E.,rest apis postgresql docker nodejs mongodb,Full Stack Developer rest apis postgresql docker nodejs mongodb M.Tech/M.E. Junior (1-3 yrs)
React Developer,Infosys,Delhi,Junior (1-3 yrs),"Redux, HTML/CSS, TypeScript",B.Tech/B.E.,redux htmlcss typescript,React Developer redux htmlcss typescript B.Tech/B.E. Junior (1-3 yrs)
Data Scientist,Postman,Remote,Fresher (0-1 yr),"NLP, Python, Machine Learning, Scikit-learn, SQL",B.Tech/B.E.,nlp python machine learning scikitlearn sql,Data Scientist nlp python machine learning scikitlearn sql B.Tech/B.E. Fresher (0-1 yr)
Data Engineer,Khatabook,Remote,Fresher (0-1 yr),"SQL, Airflow, AWS, Kafka, ETL",B.Tech/B.E.,sql airflow aws kafka etl,Data Engineer sql airflow aws kafka etl B.Tech/B.E. Fresher (0-1 yr)
Software Engineer,IBM,Remote,Junior (1-3 yrs),"REST APIs, System Design, Python",MCA,rest apis system design python,Software Engineer rest apis system design python MCA Junior (1-3 yrs)
DevOps Engineer,MakeMyTrip,Pune,Mid (3-6 yrs),"CI/CD, Kubernetes, AWS, Terraform, Linux",MCA,cicd kubernetes aws terraform linux,DevOps Engineer cicd kubernetes aws terraform linux MCA Mid (3-6 yrs)
Cybersecurity Analyst,Oracle,Remote,Mid (3-6 yrs),"Ethical Hacking, Penetration Testing, Network Security",MCA,ethical hacking penetration testing network security,Cybersecurity Analyst ethical hacking penetration testing network security MCA Mid (3-6 yrs)
Cybersecurity Analyst,Leadsquared,Jaipur,Fresher (0-1 yr),"Python, Penetration Testing, Ethical Hacking, SIEM, Network Security",B.Tech/B.E.,python penetration testing ethical hacking siem network security,Cybersecurity Analyst python penetration testing ethical hacking siem network security B.Tech/B.E. Fresher (0-1 yr)
Android Developer,Microsoft,Remote,Fresher (0-1 yr),"Java, Android SDK, Kotlin, REST APIs, Jetpack Compose, Firebase",B.Tech/B.E.,java android sdk kotlin rest apis jetpack compose firebase,Android Developer java android sdk kotlin rest apis jetpack compose firebase B.Tech/B.E. Fresher (0-1 yr)
AI Engineer,Fi Money,Remote,Fresher (0-1 yr),"Vector DBs, NLP, Prompt Engineering, Python, LangChain",B.Tech/B.E.,vector db nlp prompt engineering python langchain,AI Engineer vector db nlp prompt engineering python langchain B.Tech/B.E. Fresher (0-1 yr)
Data Analyst,Freshworks,Pune,Mid (3-6 yrs),"Power BI, Statistics, SQL, Data Visualization",B.Tech/B.E.,power bi statistic sql data visualization,Data Analyst power bi statistic sql data visualization B.Tech/B.E. Mid (3-6 yrs)
Power BI Developer,Deloitte,Remote,Junior (1-3 yrs),"Power BI, Excel, ETL, Azure, DAX, SQL",M.Tech/M.E.,power bi excel etl azure dax sql,Power BI Developer power bi excel etl azure dax sql M.Tech/M.E. Junior (1-3 yrs)
Machine Learning Engineer,ISRO,Mumbai,Junior (1-3 yrs),"PyTorch, Kubernetes, Docker, Python, MLOps, TensorFlow",B.Com + Certification,pytorch kubernetes docker python mlops tensorflow,Machine Learning Engineer pytorch kubernetes docker python mlops tensorflow B.Com + Certification Junior (1-3 yrs)
Computer Vision Engineer,TCS,Remote,Senior (6-10 yrs),"OpenCV, YOLO, Python",M.Tech/M.E.,opencv yolo python,Computer Vision Engineer opencv yolo python M.Tech/M.E. Senior (6-10 yrs)
Full Stack Developer,Amazon,Remote,Senior (6-10 yrs),"AWS, Docker, React, Python, MongoDB",MCA,aws docker react python mongodb,Full Stack Developer aws docker react python mongodb MCA Senior (6-10 yrs)
Power BI Developer,Byju's,Bangalore,Junior (1-3 yrs),"Data Modeling, SQL, DAX, Excel",MCA,data modeling sql dax excel,Power BI Developer data modeling sql dax excel MCA Junior (1-3 yrs)
Software Engineer,Fi Money,Hyderabad,Lead (10+ yrs),"Data Structures, C++, Git, Python, Java, REST APIs",MBA,data structure c git python java rest apis,Software Engineer data structure c git python java rest apis MBA Lead (10+ yrs)
Blockchain Developer,Zoho,Remote,Mid (3-6 yrs),"Python, Solidity, Ethereum, Web3.js, Smart Contracts",B.Sc (CS/IT),python solidity ethereum web j smart contract,Blockchain Developer python solidity ethereum web j smart contract B.Sc (CS/IT) Mid (3-6 yrs)
Product Manager,InMobi,Chennai,Junior (1-3 yrs),"JIRA, A/B Testing, Product Strategy, Agile, User Research, SQL",B.Tech/B.E.,jira ab testing product strategy agile user research sql,Product Manager jira ab testing product strategy agile user research sql B.Tech/B.E. Junior (1-3 yrs)
Frontend Developer,Deloitte,Coimbatore,Fresher (0-1 yr),"TypeScript, React, Next.js, Figma, Tailwind CSS, JavaScript",B.Tech/B.E.,typescript react nextjs figma tailwind cs javascript,Frontend Developer typescript react nextjs figma tailwind cs javascript B.Tech/B.E. Fresher (0-1 yr)
Power BI Developer,PhonePe,Remote,Mid (3-6 yrs),"DAX, Excel, Azure, Data Modeling, SQL, Power BI",B.Tech/B.E.,dax excel azure data modeling sql power bi,Power BI Developer dax excel azure data modeling sql power bi B.Tech/B.E. Mid (3-6 yrs)
Business Analyst,Oracle,Nagpur,Mid (3-6 yrs),"SQL, Requirements Gathering, Agile, JIRA, Excel",B.Tech/B.E.,sql requirement gathering agile jira excel,Business Analyst sql requirement gathering agile jira excel B.Tech/B.E. Mid (3-6 yrs)
Machine Learning Engineer,Setu,Mumbai,Lead (10+ yrs),"Python, MLOps, AWS",BCA,python mlops aws,Machine Learning Engineer python mlops aws BCA Lead (10+ yrs)
Machine Learning Engineer,Razorpay,Remote,Mid (3-6 yrs),"Kubernetes, MLOps, Python, Scikit-learn, Docker",BCA,kubernetes mlops python scikitlearn docker,Machine Learning Engineer kubernetes mlops python scikitlearn docker BCA Mid (3-6 yrs)
Business Analyst,Amazon,Jaipur,Mid (3-6 yrs),"JIRA, Requirements Gathering, Excel, Agile, SQL",M.Tech/M.E.,jira requirement gathering excel agile sql,Business Analyst jira requirement gathering excel agile sql M.Tech/M.E. Mid (3-6 yrs)
Android Developer,BEL,Remote,Mid (3-6 yrs),"Firebase, Jetpack Compose, REST APIs, Kotlin, Android SDK, Java",M.Tech/M.E.,firebase jetpack compose rest apis kotlin android sdk java,Android Developer firebase jetpack compose rest apis kotlin android sdk java M.Tech/M.E. Mid (3-6 yrs)
NLP Engineer,Cisco,Pune,Junior (1-3 yrs),"Transformers, HuggingFace, TensorFlow, BERT, LLMs, SpaCy",M.Tech/M.E.,transformer huggingface tensorflow bert llm spacy,NLP Engineer transformer huggingface tensorflow bert llm spacy M.Tech/M.E. Junior (1-3 yrs)
React Developer,Razorpay,Remote,Mid (3-6 yrs),"React, TypeScript, JavaScript",B.Tech/B.E.,react typescript javascript,React Developer react typescript javascript B.Tech/B.E. Mid (3-6 yrs)
Full Stack Developer,Google,Pune,Senior (6-10 yrs),"REST APIs, PostgreSQL, Python",B.Tech/B.E.,rest apis postgresql python,Full Stack Developer rest apis postgresql python B.Tech/B.E. Senior (6-10 yrs)
Data Scientist,Chargebee,Remote,Senior (6-10 yrs),"Tableau, Pandas, Statistics, NLP, Machine Learning, SQL",B.Com + Certification,tableau panda statistic nlp machine learning sql,Data Scientist tableau panda statistic nlp machine learning sql B.Com + Certification Senior (6-10 yrs)
Software Engineer,Slice,Pune,Fresher (0-1 yr),"Python, Algorithms, REST APIs",B.Sc (CS/IT),python algorithm rest apis,Software Engineer python algorithm rest apis B.Sc (CS/IT) Fresher (0-1 yr)
Business Analyst,BrowserStack,Remote,Mid (3-6 yrs),"Excel, Power BI, JIRA, Requirements Gathering, Agile",B.Tech/B.E.,excel power bi jira requirement gathering agile,Business Analyst excel power bi jira requirement gathering agile B.Tech/B.E. Mid (3-6 yrs)
Python Developer,Deloitte,Remote,Senior (6-10 yrs),"REST APIs, Django, PostgreSQL",B.Tech/B.E.,rest apis django postgresql,Python Developer rest apis django postgresql B.Tech/B.E. Senior (6-10 yrs)
Cybersecurity Analyst,TCS,Remote,Senior (6-10 yrs),"SIEM, Network Security, Penetration Testing, Ethical Hacking",BCA,siem network security penetration testing ethical hacking,Cybersecurity Analyst siem network security penetration testing ethical hacking BCA Senior (6-10 yrs)
Software Engineer,Accenture,Chennai,Junior (1-3 yrs),"REST APIs, C++, Python, Data Structures",BCA,rest apis c python data structure,Software Engineer rest apis c python data structure BCA Junior (1-3 yrs)
iOS Developer,Oracle,Chennai,Mid (3-6 yrs),"SwiftUI, Firebase, Xcode, REST APIs, Core Data",B.Tech/B.E.,swiftui firebase xcode rest apis core data,iOS Developer swiftui firebase xcode rest apis core data B.Tech/B.E. Mid (3-6 yrs)
Technical Lead,Swiggy,Hyderabad,Mid (3-6 yrs),"Microservices, System Design, Code Review, AWS, Agile, Team Leadership",M.Tech/M.E.,microservices system design code review aws agile team leadership,Technical Lead microservices system design code review aws agile team leadership M.Tech/M.E. Mid (3-6 yrs)
